"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","timing_First.Click.1","timing_Last.Click.1","timing_Page.Submit.1","timing_Click.Count.1","timing_First.Click.2","timing_Last.Click.2","timing_Page.Submit.2","timing_Click.Count.2","timing_First.Click.3","timing_Last.Click.3","timing_Page.Submit.3","timing_Click.Count.3","timing_First.Click.4","timing_Last.Click.4","timing_Page.Submit.4","timing_Click.Count.4","bird_t_First.Click","bird_t_Last.Click","bird_t_Page.Submit","bird_t_Click.Count","aut_t_First.Click","aut_t_Last.Click","aut_t_Page.Submit","aut_t_Click.Count","vax2_Vax1_1","vax2_Vax1_2","vax2_Vax1_3","vax2_Vax1_4","vax2_Vax1_5","vax2_Vax1_6","vax2_Vax1_check","vax2_Vax1_33","vax2_Vax1_34","vax2_Vax1_35","vax2_Vax1_36","conseq2R_Consequ2R_1","conseq2R_Consequ2R_2","conseq2R_Consequ2R_3","conseq2R_Consequ2R_4","conseq2R_Consequ2R_5","conseq2R_Consequ2R_check","Euth2R_Euthanasia2R_1","Euth2R_Euthanasia2R_2","Euth2R_Euthanasia2R_3","Euth2R_Euthanasia2R_4","Euth2R_Euthanasia2R_5","Euth2R_Euthanasia2R_check","Abort2R_Abortion2R_1","Abort2R_Abortion2R_2","Abort2R_Abortion2R_3","Abort2R_Abortion2R_4","Abort2R_Abortion2R_5","Abort2R_Abortion2R_check","parent","num_child","oldest","youngest","hope_par","flu","flu2","flu3","flu4","delay","refuse","exemption","Attention","Any.commen","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","condition"
"264","2018-03-22 10:06:02","2018-03-22 10:12:09","0","a0ef29e37936c922","100","367","1","2018-03-22 10:12:09","R_3iPZk5SPE4ULe1V","","","","",37.75,-97.82,"anonymous","EN","0","0","6.222","0","0","0","2.959","0","","","","","","","","","","","","","","","","","","","","","15.927","15.927","101.458","1","","","","","1","6","6","1","6","1","5","6","2","6","1","3","2","2","3","3","2","5","2","5","3","5","5","2","1","2","4","4","3","0","","","","0","0","1","","","","","","1","Great study! Thanks for the opportunity.
Please offer more like this one in the future.","4","17","11","24","a68625d81fa8d99e","31QTRG6Q2TDLC8ABJWEXD06DTO2YP2","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"265","2018-03-22 10:09:03","2018-03-22 10:12:38","0","10d71fdbd290596f","100","214","1","2018-03-22 10:12:38","R_2PpVwYF7ZjLT4RV","","","","",37.88,-121.69,"anonymous","EN","0","0","6.607","0","0","0","3.349","0","","","","","","","","","","","","","","","","","","","","","0","0","25.764","0","","","","","1","6","6","1","6","1","5","6","2","6","1","4","6","3","4","4","2","4","3","5","3","4","5","5","6","5","2","1","3","0","","","","1","0","0","","","","","","1","","4","15","27","21","6954f11915b94853","37KGEN7NJ3QR3UIAS9IE09D1PJ0PP0","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"266","2018-03-22 10:03:08","2018-03-22 10:13:03","0","5660ba5842acc50b","100","595","1","2018-03-22 10:13:03","R_2z86zk9OkBe1OmV","","","","",31.72,-83.21,"anonymous","EN","0","0","20.798","0","0","0","9.317","0","0","0","34.737","0","0","0","19.252","0","0","0","18.421","0","0","0","73.33","0","0","0","25.457","0","","","","","","","","","4","3","4","4","3","4","5","4","4","3","3","4","3","3","3","4","2","6","1","5","3","6","5","1","1","2","6","6","3","1","2","38","35","","0","0","0","0","1","0","0","1","Thank you!","4","19","6","27","6eb9c35f22284f89","3300DTYQT2H86FUZJ8HS6247G8JQE6","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"267","2018-03-22 10:06:03","2018-03-22 10:13:08","0","d7f0d6011317e9bd","100","425","1","2018-03-22 10:13:09","R_25yjI18U5K9pFAI","","","","",26.63,-81.94,"anonymous","EN","0","0","47.022","0","0","0","5.164","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","67.841","0","4","6","6","1","4","3","5","6","2","6","1","5","4","4","4","4","2","6","2","6","1","6","5","1","1","2","4","4","3","1","2","27","24","","1","1","1","1","0","0","0","1","great survey","4","19","10","29","f1b68ff0a9d0133f","3EQHHY4HQSSHX77S5BJD8UUSXSCG51","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"268","2018-03-22 10:08:13","2018-03-22 10:13:32","0","33e7a369ff063e6a","100","318","1","2018-03-22 10:13:32","R_2xV5XHeSAe8GXWK","","","","",33.82,-84.36,"anonymous","EN","0","0","6.559","0","0","0","4.599","0","","","","","","","","","","","","","","","","","","","","","7.753","33.978","55.887","6","","","","","2","5","6","2","5","3","5","6","4","5","1","5","5","4","3","4","2","3","5","4","4","2","5","3","1","3","5","4","3","1","4","18","8","","0","0","1","1","1","1","0","1","","4","19","12","14","58c8504af2c47204","3ZPBJO59KP1Q1GHW4NJER6ULP9NHD9","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"269","2018-03-22 10:05:51","2018-03-22 10:13:34","0","653799279feb20c9","100","462","1","2018-03-22 10:13:34","R_2flKPXnRFqMoQz8","","","","",42.87,-71.61,"anonymous","EN","0","0","23.464","0","0","0","6.112","0","","","","","","","","","","","","","","","","","","","","","0","0","74.882","0","","","","","2","6","6","2","5","1","5","6","2","6","1","4","3","2","3","4","2","5","2","6","1","5","5","2","1","2","4","5","3","1","2","18","15","","1","1","1","1","1","0","0","1","no.","4","18","10","27","b9ce6df019053c44","369J354OFDADGB76AUTI008STNN6G7","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"270","2018-03-22 10:08:24","2018-03-22 10:13:48","0","fd6ae3a36be47705","100","324","1","2018-03-22 10:13:49","R_XS5ba6MIA4HaktH","","","","",28.35,-82.25,"anonymous","EN","0","0","6.918","0","0","0","3.761","0","0","0","8.006","0","0","0","4.55","0","0","0","5.752","0","0","0","34.936","0","0","0","14.797","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","5","2","2","3","4","3","5","2","6","2","5","5","1","1","2","5","6","3","0","","","","0","0","0","","","","","","1","","3","20","7","26","977b523a316417b1","32RIADZISS42RTCJM6UKSG7HL7BS4S","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"271","2018-03-22 10:10:00","2018-03-22 10:14:02","0","93ed532c849c0614","100","242","1","2018-03-22 10:14:03","R_2pS70JIItkaxSCx","","","","",38.67,-121.15,"anonymous","EN","0","0","6.201","0","0","0","3.472","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","50","0","1","6","6","1","6","1","5","6","1","6","1","5","3","4","4","4","2","5","2","6","3","5","5","3","2","2","5","4","3","1","3","13","9","","0","0","0","0","0","0","0","1","No, thanks!","4","20","12","25","07c65af6b05735ac","3TDXMTX3CBURC2D10ITLLCL880FI6B","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"272","2018-03-22 10:10:01","2018-03-22 10:14:21","0","a29e05c79fd250f5","100","260","1","2018-03-22 10:14:22","R_2aEogDQI7mCy8WO","","","","",41.05,-76.47,"anonymous","EN","0","0","6.204","0","0","0","3.1","0","","","","","","","","","","","","","","","","","","","","","","","","","44.885","53.388","71.553","6","2","6","5","1","5","2","5","5","2","5","1","1","4","2","5","1","2","3","5","3","6","2","5","2","1","2","6","4","3","0","","","","3","0","0","","","","","","1","No","4","9","9","11","501c183fd5b320a7","3RJSC4XJ10UKM3W7R9UAN27CQBO05J","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"273","2018-03-22 10:08:07","2018-03-22 10:15:14","0","745a783f2dbe894d","100","426","1","2018-03-22 10:15:14","R_1IuOVq1u6NbhTiw","","","","",32.75,-97.22,"anonymous","EN","4.462","4.462","6.89","1","0","0","4.434","0","16.514","17.588","18.634","2","0","0","17.82","0","0","0","15.276","0","21.482","44.29","54.224","5","0","0","14.656","0","","","","","","","","","5","6","4","2","5","2","5","5","2","5","2","6","3","6","2","2","2","5","4","5","6","5","5","5","2","3","5","4","3","0","","","","0","0","0","","","","","","1","Thank you for the study & follow up.","4","23","15","19","624dc195bba3d848","33F859I566DXMJJCQRS8WG6LMOBHB2","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"274","2018-03-22 10:10:20","2018-03-22 10:15:39","0","ad7f964bc2b4b0f3","100","318","1","2018-03-22 10:15:40","R_2B5uyMjVFyaUXAm","","","","",42.89,-78.88,"anonymous","EN","0","0","6.832","0","0","0","3.488","0","","","","","","","","","","","","","","","","","","","","","18.881","18.881","20.264","1","","","","","5","6","5","5","6","6","5","6","5","6","5","5","4","5","5","6","2","5","4","5","5","6","5","5","6","6","4","5","3","0","","","","0","1","1","","","","","","1","good","4","21","22","21","100b16d2655bf0bc","3WZ36BJEV3GNRSA7QL9XAZ99XI6TBO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"275","2018-03-22 10:08:06","2018-03-22 10:15:49","0","06761185e300e6f2","100","463","1","2018-03-22 10:15:50","R_77oo5vSsTnMfQ4N","","","","",37.75,-97.82,"anonymous","EN","0","0","13.154","0","0","0","4.968","0","13.68","13.68","15.945","1","0","0","9.972","0","0","0","10.978","0","10.428","24.9","42.976","3","0","0","12.97","0","","","","","","","","","1","6","6","1","6","3","5","6","1","6","1","6","6","6","6","6","2","6","3","6","6","4","5","6","6","6","6","1","3","1","5","37","24","","0","0","0","1","0","0","0","1","Thank you","4","20","25","21","250ba56ee2f0876c","3E4GGUZ1T8RU0WKODJ2U8FJ9KZ2K27","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"276","2018-03-22 10:14:35","2018-03-22 10:15:51","0","4e4b48ebf2ff6896","100","75","1","2018-03-22 10:15:52","R_31WObqu8rujeb19","","","","",40.13,-89.36,"anonymous","EN","0","0","5.782","0","0","0","2.947","0","","","","","","","","","","","","","","","","","","","","","0","0","16.526","0","","","","","2","1","5","1","5","1","5","1","6","4","2","4","2","3","3","2","2","4","2","6","2","4","5","1","5","1","6","1","3","1","1","7","7","","1","1","1","1","1","1","0","0","I enjoyed taking this survey.","4","18","14","24","41fee3c4af5175b0","3ND9UOO81K2RWI0DC332BMCDD5VLWK","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"277","2018-03-22 10:12:39","2018-03-22 10:16:46","0","129120944966ee5c","100","246","1","2018-03-22 10:16:46","R_ugpG2a0OmFIwSqt","","","","",34.15,-118.47,"anonymous","EN","0","0","8.51","0","0","0","4.174","0","","","","","","","","","","","","","","","","","","","","","49.76","50.37","52.602","2","","","","","6","6","6","1","6","1","5","6","3","6","1","6","4","4","3","3","2","6","1","6","1","6","5","1","1","1","6","6","3","1","1","37","","","1","1","1","1","0","0","0","1","","4","20","5","30","d57c275337cf2cf4","3YT88D1N08YJLEG7HJGZRPO1QD33K2","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"278","2018-03-22 10:12:16","2018-03-22 10:17:22","0","20464a946b631010","100","305","1","2018-03-22 10:17:22","R_DdzPkxiv16SkUIp","","","","",35.1,-106.52,"anonymous","EN","0","0","8.078","0","0","0","6.337","0","","","","","","","","","","","","","","","","","","","","","","","","","36.444","36.444","39.024","1","1","6","6","1","5","1","5","6","1","6","1","4","3","4","3","4","2","6","1","5","1","6","5","1","1","1","6","6","3","1","1","16","","","0","1","1","1","0","0","0","1","","4","20","5","29","77c4201e53ddc424","3AZHRG4CU4KH8O93DQ6H859SCFX30W","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"279","2018-03-22 10:15:00","2018-03-22 10:18:02","0","61b8c9ed8a09fa1d","100","181","1","2018-03-22 10:18:02","R_bqfXwuEBh2Fha6Z","","","","",35.95,-78.8,"anonymous","EN","0","0","8.096","0","0","0","31.245","0","3.474","5.103","6.234","3","1.036","1.036","3.843","1","1.158","1.158","4.82","1","0","0","17.125","0","0","0","6.664","0","","","","","","","","","1","6","6","1","6","1","5","6","2","6","1","4","4","4","4","4","2","6","1","6","1","6","5","3","1","2","6","5","3","1","1","17","","","1","1","1","1","0","0","0","1","","4","18","9","30","130009e88d8ed7dc","3LBXNTKX0RVBKG4UXBWY8WZPMES9XE","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"280","2018-03-22 10:09:01","2018-03-22 10:18:22","0","484716e39d24e304","100","560","1","2018-03-22 10:18:22","R_2P0cCPdTd32xia7","","","","",30.8,-84.51,"anonymous","EN","0","0","17.193","0","0","0","7.173","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","106.691","0","2","4","5","2","4","3","5","5","1","5","1","4","6","5","3","5","2","4","4","6","6","4","5","6","5","4","3","1","3","1","3","32","24","","0","0","0","0","0","0","0","1","Very interesting subject.  Thank you!","4","19","25","18","25806ff1c1ab2310","30H4UDGLT2ILIRLX0TQMJ5J6KEPPM4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"281","2018-03-22 10:15:24","2018-03-22 10:19:11","0","3eb454ae557d1f04","100","226","1","2018-03-22 10:19:11","R_3CI6VCc0Mo7fDMf","","","","",35.8,-78.63,"anonymous","EN","0","0","6.062","0","0","0","3.018","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","44.85","0","2","6","6","4","4","2","5","6","1","6","1","3","5","2","4","2","2","6","1","6","1","6","5","1","1","1","6","6","3","1","2","29","26","","1","1","1","1","0","0","0","1","","4","12","5","30","4875727620a6f238","3ND9UOO81K2RWI0DC332BMCDD63WL5","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"282","2018-03-22 10:16:41","2018-03-22 10:20:11","0","873fa6c6a947d2ca","100","210","1","2018-03-22 10:20:11","R_237tlNeTKTuxbTM","","","","",41.85,-87.65,"anonymous","EN","0","0","6.952","0","0","0","2.96","0","","","","","","","","","","","","","","","","","","","","","","","","","2.798","2.798","47.928","1","1","6","6","1","6","1","5","6","1","6","1","1","1","1","6","1","2","6","1","6","1","6","5","1","1","1","6","6","3","0","","","","0","1","1","","","","","","1","","4","10","5","30","c33da3121e92f4e6","3VZLGYJEYLAQQ7M719QXLK1I1HHZXK","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"283","2018-03-22 10:17:16","2018-03-22 10:20:28","0","d63256d3affaa910","100","192","1","2018-03-22 10:20:29","R_2S8lVy4c5Ss8Rwz","","","","",39.84,-85.97,"anonymous","EN","0","0","6.148","0","0","0","5.11","0","","","","","","","","","","","","","","","","","","","","","","","","","26.428","26.428","31.381","1","2","6","5","2","5","2","5","5","4","5","2","4","2","4","2","4","2","6","1","6","1","6","5","1","1","1","6","6","3","0","","","","2","0","0","","","","","","1","","4","22","5","30","86e5a834e852c595","3BXQMRHWKZYYAWTTHFPGTB65SVIUM6","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"284","2018-03-22 10:14:09","2018-03-22 10:20:38","0","b71bcb679ac697e2","100","388","1","2018-03-22 10:20:38","R_3rNi8WSoQ1R1Kew","","","","",40.55,-78.42,"anonymous","EN","0","0","10.606","0","0","0","4.858","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","46.748","0","3","3","3","4","2","4","5","3","6","3","3","5","2","5","3","3","2","5","1","6","3","5","5","2","1","2","6","4","3","1","2","28","24","","0","1","0","0","1","0","0","1","I had to answer that I vaccinated my children, This is only because after a fight with the school they would not let my child attend without them.","4","22","9","26","dcef87938ec3972a","3YGXWBAF70HMKCNNPK4KDB3ZZ4Q4CB","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"285","2018-03-22 10:15:13","2018-03-22 10:20:45","0","12339ef39d5165f6","100","331","1","2018-03-22 10:20:45","R_sSS4pu2ehOjeX2V","","","","",33.66,-85.89,"anonymous","EN","0","0","11.745","0","0","0","4.541","0","","","","","","","","","","","","","","","","","","","","","0","0","56.736","0","","","","","3","4","5","2","4","4","5","5","3","5","2","4","3","3","4","3","2","5","3","5","3","5","5","3","3","4","4","2","3","1","1","5","","","1","1","1","1","0","0","0","1","none","4","17","18","23","a7ad2455a4edde1b","3OE22WJIGIOPVBRL98WXAKQA2W9QUJ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"286","2018-03-22 10:15:08","2018-03-22 10:20:47","0","07c24efdd3792779","100","338","1","2018-03-22 10:20:47","R_301U2DluSTDbbkb","","","","",35.32,-78.86,"anonymous","EN","0","0","8.689","0","0","0","3.563","0","0","0","13.998","0","0","0","14.078","0","0","0","7.229","0","0","0","64.29","0","0","0","35.432","0","","","","","","","","","2","2","2","5","2","2","5","2","2","2","5","5","5","2","2","5","2","5","2","5","5","5","5","4","4","4","4","4","3","1","1","6","","","0","0","0","0","1","1","1","1","no","4","19","18","22","899ee702c7ca617a","3ATTHHXXWAO4VHXX152BLPYS54BXIH","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"287","2018-03-22 10:09:18","2018-03-22 10:21:05","0","7708f2b55f3e88dc","100","706","1","2018-03-22 10:21:05","R_1Klu3sEftxCW51R","","","","",41.51,-96.32,"anonymous","EN","14.489","15.609","20.824","2","0","0","9.253","0","18.665","28.96","30.834","6","18.363","19.049","21.062","2","17.79","17.79","19.651","1","23.851","54.018","62.59","6","0","0","19.735","0","","","","","","","","","3","4","4","4","4","4","5","4","4","3","3","4","5","4","3","2","2","5","3","5","3","5","5","3","3","3","4","4","3","0","","","","0","0","0","","","","","","1","None","4","16","15","23","0d54e1a09351a820","3Y5140Z9DXGZM8V6FESURCCP355PIO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"288","2018-03-22 10:11:52","2018-03-22 10:21:54","0","422e76c14818fe8c","100","601","1","2018-03-22 10:21:54","R_1mQz3NMpHi846Gr","","","","",42.19,-88.35,"anonymous","EN","0","0","10.924","0","0","0","8.961","0","0","0","49.416","0","0","0","22.764","0","0","0","26.53","0","0","0","70.568","0","0","0","21.548","0","","","","","","","","","2","5","5","2","5","2","5","5","3","5","1","3","3","3","4","3","2","4","3","5","2","4","5","2","3","2","4","3","3","0","","","","0","0","0","","","","","","1","Good questions. Makes you think.........","4","16","14","22","6e5bb75cf175a261","3FIUS151DV2FD4WCM724CRLHN1RGGK","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"289","2018-03-22 10:13:32","2018-03-22 10:21:56","0","d1e461609c57e3b7","100","504","1","2018-03-22 10:21:56","R_3dKu6G9BwRyl4XK","","","","",38.49,-121.4,"anonymous","EN","1.637","1.637","11.978","1","0","0","4.992","0","0","0","9.997","0","0","0","11.981","0","0","0","12.99","0","0","0","26.991","0","0","0","111.957","0","","","","","","","","","1","6","6","1","5","1","5","6","2","6","1","4","3","4","4","4","2","6","1","6","1","6","5","2","1","1","6","5","3","0","","","","2","0","0","","","","","","1","","4","19","7","30","1505f96d184790b0","3EFVCAY5L39ABRGVBFBJHRWZRAVJ8B","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"290","2018-03-22 10:18:16","2018-03-22 10:22:16","0","6b5cdab8845468b1","100","239","1","2018-03-22 10:22:17","R_CgLL3xqrh6al0CR","","","","",21.97,-159.52,"anonymous","EN","0","0","5.889","0","0","0","2.825","0","0","0","14.091","0","0","0","11.258","0","0","0","8.339","0","0","0","29.528","0","0","0","9.28","0","","","","","","","","","6","5","6","2","4","2","5","6","2","5","2","5","4","3","3","4","2","6","2","6","2","5","5","2","2","2","5","4","2","1","2","3","1","","1","1","1","1","0","0","0","1","none","3","19","11","27","d1a71c43cbbe1c11","3Y4W8Q93LZKVJHCG9C0I67LUXO0DVX","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"291","2018-03-22 10:16:37","2018-03-22 10:22:30","0","1a80c45cb5380319","100","353","1","2018-03-22 10:22:31","R_WqAsdoDkymEzmZr","","","","",28.48,-81.63,"anonymous","EN","0","0","20.583","0","0","0","3.875","0","","","","","","","","","","","","","","","","","","","","","","","","","6.981","73.449","75.546","2","2","5","5","2","4","3","5","5","2","5","2","5","6","3","5","3","2","4","3","4","3","4","5","4","3","3","4","4","3","1","2","35","33","","0","1","0","1","0","0","0","1","","4","14","16","20","e272b75d54e397a4","3PH3VY7DJLXB17HHR4UBJ1NBSFBZWR","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"292","2018-03-22 10:17:08","2018-03-22 10:22:50","0","f0b6143153300edf","100","342","1","2018-03-22 10:22:50","R_RjY8mcRdWoEhAsh","","","","",35.06,-106.62,"anonymous","EN","0","0","7.272","0","0","0","3.154","0","0","0","10.038","0","0","0","9.54","0","0","0","9.276","0","0","0","26.258","0","0","0","11.016","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","6","4","4","3","6","2","6","1","6","1","6","5","1","1","1","6","6","3","1","1","1","","","1","1","1","1","0","0","0","1","n/a","4","23","5","30","243d99d2390b7f7a","3UWN2HHPUY5OD1MP4B9GRPDHCO7NSJ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"293","2018-03-22 10:12:50","2018-03-22 10:23:11","0","ef51ec12ae381819","100","621","1","2018-03-22 10:23:12","R_putyPcsYlKMB5Rv","","","","",41.11,-81.5,"anonymous","EN","25.271","25.271","30.789","1","0","0","3.376","0","","","","","","","","","","","","","","","","","","","","","2.906","156.968","166.104","18","","","","","2","5","5","2","5","1","5","5","3","6","1","5","6","4","3","4","2","4","4","6","6","3","5","5","2","6","5","6","3","1","2","43","39","","1","1","0","0","0","0","0","1","This survey seemed familiar except I've never read the part about bird feeders","4","18","16","17","201543235e8d046f","3HOSI13XHZO9P0CUIR0O0LFNXHTDDV","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"294","2018-03-22 10:15:34","2018-03-22 10:23:19","0","149426dea64407cb","100","464","1","2018-03-22 10:23:19","R_2ydyjv1HN5k18Wy","","","","",46.67,-100.63,"anonymous","EN","0","0","6.062","0","0","0","19.37","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","113.43","0","5","5","5","1","4","4","5","6","3","5","1","3","3","4","2","2","2","5","1","5","3","5","5","2","1","2","5","2","3","1","2","23","18","","0","0","1","0","0","0","0","1","NO","4","18","12","25","c11d9cf2575d3ec8","3S4AW7T80BIFNGHT2XXJGUTMTD54LS","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"295","2018-03-22 10:15:14","2018-03-22 10:24:09","0","593e65316180bcdd","100","534","1","2018-03-22 10:24:09","R_1Qg7w7FCgOkjrvm","","","","",41.79,-83.59,"anonymous","EN","0","0","7.631","0","0","0","6.326","0","","","","","","","","","","","","","","","","","","","","","0","0","92.568","0","","","","","4","5","5","3","5","3","5","5","3","4","3","4","4","3","4","4","2","3","3","6","4","3","5","4","2","3","4","3","3","0","","","","0","0","0","","","","","","1","In answer to the question about children, or expecting to have children. There should have been an option for people who would like to have children but feel they are too old to have children. I am 43, and technically still able to become pregnant, but wish to avoid the complications associated with age-related pregnancies and births - down-syndrome, autism, etc. It isn't that I do not want to have children. ","4","17","16","19","c69def3104fa0f3a","35GCEFQ6I5OEA9FTHKJ9E4CEUMGZ3K","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"296","2018-03-22 10:20:45","2018-03-22 10:24:18","0","18a7061a57571dab","100","212","1","2018-03-22 10:24:19","R_2wBIX5QVL28AvcJ","","","","",40.81,-79.42,"anonymous","EN","0","0","8.32","0","0","0","3.957","0","","","","","","","","","","","","","","","","","","","","","3.233","3.792","33.825","2","","","","","2","5","5","2","5","2","5","5","2","5","2","4","4","2","4","3","2","5","2","5","4","5","5","2","2","2","5","4","3","0","","","","3","1","1","","","","","","1","none","4","15","11","23","bd75b5d53fe87962","3ITXP059PWJSUBV4PDHOYIW0343JSC","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
